u,g,r,i,z,class,redshift,redshift_err
18.97366,17.81207,17.14933,16.75152,16.5267,QSO,5.721716,0.0006658005
19.00733,18.50309,18.48242,18.2702,18.21365,QSO,0.4495783,6.576238e-05
16.38611,15.23017,14.79348,14.63525,14.60315,QSO,1.072526,-1.0
18.6283,17.237,16.62782,16.40227,16.24328,QSO,5.653981,0.0006061776
18.44473,17.08944,16.59711,16.39865,16.29204,QSO,5.656774,0.00131408
18.39462,17.10637,16.56854,16.39526,16.29528,QSO,5.656022,0.001111115
18.60701,17.1221,16.47735,16.2485,16.14234,QSO,5.550322,0.0009162501
18.03844,16.86672,16.4105,16.23604,16.17649,QSO,5.652918,0.0009789201
18.06482,16.27519,15.49709,15.19736,15.03143,QSO,5.677905,0.0008688399
17.72753,16.68828,16.28863,16.1044,16.00775,QSO,5.654098,0.001120363
19.51111,17.50066,16.43063,15.93514,15.53812,QSO,5.99282,13.22816
17.88803,16.74106,16.30053,16.13301,16.0758,QSO,5.681903,0.001254586
15.95822,14.84248,14.38552,14.23808,14.21216,QSO,5.679827,0.000973861
16.40391,15.48868,14.90596,14.74578,14.69038,QSO,5.693105,0.0006008703
18.03512,16.94998,16.4516,16.30311,16.20352,QSO,5.681379,0.000906917
17.02859,15.77746,15.25787,15.08294,15.03955,QSO,5.68593,0.001859636
18.09111,16.9218,16.45965,16.29195,16.30748,QSO,5.689092,0.0008807466
18.32286,18.00266,17.30463,16.41063,15.70242,QSO,5.629269,0.0006710441
18.14105,16.69172,16.08945,15.84,15.78198,QSO,5.658862,-1.0
18.69217,17.22387,16.65762,16.4568,16.36843,QSO,5.688885,0.0004682209
17.20622,15.98609,15.49038,15.28665,15.28451,QSO,5.677844,0.0005067989
18.84384,17.6272,17.08049,16.86059,16.87591,QSO,5.667949,0.0007734023
17.36055,16.18343,15.69577,15.54784,15.45606,QSO,5.661051,0.0005151707
16.92227,15.75202,15.25508,15.09463,15.03736,QSO,5.650656,0.0003134077
18.47137,17.25345,16.62729,16.26717,16.02111,QSO,5.650351,0.001218895
16.83909,15.66959,15.18565,15.04058,14.99576,QSO,5.692148,0.0002917841
19.17112,17.96852,17.43026,17.09505,16.86028,QSO,5.772532,6.807296
17.89064,16.77395,16.02605,15.61727,15.3674,QSO,5.664281,0.0008335615
19.482,18.23309,17.35756,16.85073,16.58014,QSO,5.705008,0.0005522986
15.35451,13.85187,14.26904,13.12395,13.17788,GALAXY,0.0,0.0
17.53391,14.81749,14.0059,13.61815,13.50967,GALAXY,0.0,0.0
16.48913,14.35175,13.44258,13.16868,12.94584,GALAXY,0.0,0.0
17.64544,15.35334,14.3514,13.9654,13.64396,GALAXY,0.0,0.0
19.51412,18.89284,18.81685,18.7734,18.66218,QSO,2.412848,0.0001888887
18.9825,18.69038,18.52618,18.35786,18.48396,QSO,1.500635,0.0002572892
19.31199,19.03987,18.87339,18.83101,18.61943,QSO,3.194225,0.0007064319
18.99921,18.8201,18.70021,18.60279,18.18154,QSO,0.2620479,3.302941e-05
19.41224,17.2498,16.19848,15.67778,15.28349,GALAXY,0.07303512,2.353994e-05
17.0357,15.18559,14.34736,13.92166,13.57875,GALAXY,0.02986847,8.282876e-06
19.32693,18.14953,17.50836,17.11457,16.89253,GALAXY,0.1323298,9.687497e-06
19.30127,18.13478,17.62446,17.38132,17.21332,GALAXY,0.04201697,1.45776e-05
17.51229,15.72303,14.81453,14.35129,13.94748,GALAXY,0.0595293,1.285581e-05
19.15205,17.9808,17.38615,17.03904,16.79349,GALAXY,0.05606886,1.115248e-05
19.29296,17.87701,17.12712,16.76508,16.52657,GALAXY,0.106148,3.139551e-05
19.48607,18.14987,17.45533,17.03916,16.77345,GALAXY,0.06778088,6.461948e-06
19.09289,18.10672,17.53275,17.20008,16.97805,GALAXY,0.1143411,9.75267e-06
19.57687,18.8881,18.72773,18.63966,18.35881,QSO,2.321735,0.0001428027
19.43749,18.37587,17.8783,17.50777,17.38111,GALAXY,0.07624155,6.775185e-06
19.13473,17.58485,16.69578,16.20315,15.87653,GALAXY,0.07535402,8.608947e-06
19.50088,17.92851,17.11038,16.65277,16.3292,GALAXY,0.07179275,1.331647e-05
18.8725,17.54257,16.65741,16.12549,15.69351,GALAXY,0.03324947,1.196035e-05
19.11129,17.52883,16.75601,16.34036,16.05778,GALAXY,0.07621709,1.072889e-05
19.19535,18.98641,18.90021,18.67124,18.70706,QSO,1.785023,0.0004436219
19.01767,17.70835,17.06275,16.66417,16.41956,GALAXY,0.07538475,6.103419e-06
19.46927,18.3042,17.65043,17.22307,16.99882,GALAXY,0.09481806,6.509959e-06
18.42381,16.56606,15.62659,15.1468,14.78974,GALAXY,0.07850038,1.811e-05
18.74054,17.50953,16.91945,16.54173,16.29969,GALAXY,0.08574945,8.445356e-06
19.58155,18.49723,17.68913,17.24281,16.94974,GALAXY,0.1666973,9.693442e-06
17.92966,16.82449,16.38203,16.13282,16.02162,GALAXY,0.03224984,7.975911e-06
19.53557,18.17857,17.4684,17.08521,16.80454,GALAXY,0.05680196,6.74298e-06
18.21932,16.28653,15.35924,14.88179,14.5371,GALAXY,0.0563245,1.431253e-05
18.0653,16.34558,15.55314,15.0742,14.79821,GALAXY,0.05666537,8.700757e-06
19.53484,17.79385,16.85362,16.35708,15.97096,GALAXY,0.07794223,1.349228e-05
19.19339,17.6608,16.70194,16.18333,15.8469,QSO,0.1331681,2.353165e-05
18.13326,17.02484,16.56886,16.24804,16.03894,GALAXY,0.04805544,8.328354e-06
19.3547,17.93955,17.36659,17.0822,16.92859,GALAXY,0.04028029,2.111539e-05
19.58065,17.81135,16.84504,16.38073,16.02061,GALAXY,0.1368399,3.81887e-05
19.54085,17.91772,17.04146,16.57102,16.2095,GALAXY,0.08328653,1.302894e-05
18.14316,16.39539,15.51688,15.06447,14.70498,GALAXY,0.050161,1.571141e-05
19.24065,17.81625,17.02291,16.61272,16.29519,GALAXY,0.08235534,2.292384e-05
19.48438,18.28404,17.6768,17.33357,17.14932,GALAXY,0.09228601,1.55233e-05
19.23647,18.12995,17.73568,17.52102,17.36246,GALAXY,0.01648761,5.87284e-06
17.58938,15.62529,14.70891,14.26045,13.91335,GALAXY,0.04035956,1.223962e-05
18.58236,18.50266,18.58355,18.33282,18.30956,QSO,1.890201,0.0002283228
18.19042,17.83827,17.68694,17.69753,17.56516,QSO,0.851753,0.0001627484
19.05189,17.63242,16.91991,16.48868,16.1912,GALAXY,0.04054264,9.059899e-06
18.24194,18.05444,17.94122,17.89115,17.56719,QSO,0.3890838,6.325594e-05
19.12444,17.95836,17.22231,16.81953,16.5821,GALAXY,0.1360213,1.277079e-05
19.42481,18.34101,17.64456,17.25797,17.06175,GALAXY,0.1865665,1.070368e-05
19.42266,17.45083,16.44491,15.9534,15.57661,GALAXY,0.1039393,2.221548e-05
19.45172,17.76584,16.93736,16.51108,16.20864,GALAXY,0.05781645,2.626299e-05
19.22969,18.95409,18.64218,18.31449,18.23041,QSO,1.662726,0.0002704533
19.15877,18.9242,18.86396,18.69065,18.73042,QSO,1.540868,0.0004116771
19.53382,18.2673,17.2687,16.76256,16.44402,GALAXY,0.1860265,2.823173e-05
19.02126,17.01604,16.10025,15.66892,15.31781,GALAXY,0.05719414,1.597085e-05
18.91806,17.64648,17.0493,16.70527,16.50211,GALAXY,0.1005116,1.111653e-05
19.03861,17.27516,16.38721,15.97733,15.62472,GALAXY,0.1014275,2.562692e-05
19.32359,17.31642,16.30869,15.8837,15.4928,GALAXY,0.1012427,1.881979e-05
18.69787,17.85996,17.51209,17.18751,17.07917,GALAXY,0.1220119,8.179558e-06
17.62466,16.45527,15.96967,15.68874,15.51455,GALAXY,0.05739678,1.351311e-05
18.20806,17.11144,16.67607,16.39257,16.21309,GALAXY,0.04431408,7.49856e-06
17.34531,16.62016,16.40256,16.21436,16.0982,GALAXY,0.03817948,7.261967e-06
19.23697,17.0049,15.82653,15.3543,15.0096,GALAXY,0.1459056,2.086885e-05
19.54842,17.53173,16.63909,16.21137,15.90115,GALAXY,0.05908665,1.654851e-05
18.9021,17.05797,16.2088,15.79947,15.49988,GALAXY,0.05768354,1.850963e-05
18.28507,17.30074,16.43674,15.97313,15.7049,QSO,0.1840093,2.956897e-05
19.28783,17.88568,17.06914,16.63104,16.33315,GALAXY,0.1482626,1.160832e-05
18.37277,17.18743,16.83153,16.59008,16.47223,GALAXY,0.05467056,6.285393e-06
16.52204,14.67386,13.84595,13.43541,13.13825,GALAXY,0.01395918,7.123193e-06
19.53108,18.16949,17.55833,17.1639,16.89647,GALAXY,0.06828497,8.632791e-06
19.14346,17.97154,17.46855,17.27904,17.14019,GALAXY,0.02918951,1.49013e-05
19.40952,18.37641,17.84225,17.45691,17.33954,GALAXY,0.09041245,9.03658e-06
19.40558,18.16701,17.70156,17.39858,17.36288,GALAXY,0.03209967,1.222411e-05
19.20633,18.24317,17.94294,17.65177,17.65875,GALAXY,0.0958886,5.195367e-06
19.00597,17.78498,17.26243,16.9546,16.7068,GALAXY,0.07213447,9.536393e-06
18.61496,16.82117,15.99102,15.5658,15.2104,GALAXY,0.04609774,1.35001e-05
19.38675,17.96262,17.14279,16.68619,16.36536,GALAXY,0.1137929,1.354389e-05
18.9698,17.19484,16.36198,15.94732,15.62609,GALAXY,0.03188351,1.233464e-05
17.09938,15.1235,14.15658,13.6631,13.28822,GALAXY,0.03134727,1.02995e-05
16.58453,14.64729,13.73313,13.2834,12.95686,GALAXY,0.03234003,8.292656e-06
19.18469,17.60434,16.85473,16.46769,16.22044,GALAXY,0.03282416,2.139245e-05
18.81176,17.60724,17.07629,16.74487,16.59798,GALAXY,0.06061311,9.327541e-06
19.49581,19.22683,18.92641,18.90668,18.67607,QSO,0.9407854,0.0004751861
19.18944,18.92939,18.36455,18.13379,17.71727,QSO,0.3246545,8.048881e-05
19.15698,18.79612,18.62415,18.35082,18.19995,QSO,0.468108,4.050261e-05
19.18783,17.34961,16.35558,15.91416,15.54311,GALAXY,0.09472094,1.661308e-05
19.32645,17.52655,16.71661,16.23742,15.8792,GALAXY,0.05500096,2.934695e-05
19.01901,17.62795,16.82659,16.38525,16.09519,GALAXY,0.0894393,1.090835e-05
19.47835,17.91329,17.08069,16.66371,16.31511,GALAXY,0.05308857,1.664583e-05
19.33935,17.88186,17.08186,16.65212,16.34511,GALAXY,0.04212166,9.401201e-06
19.03275,17.02626,16.07008,15.60561,15.21819,GALAXY,0.03968028,1.187796e-05
18.96766,17.03867,16.13286,15.7098,15.34018,GALAXY,0.03248272,1.318602e-05
18.56515,16.53577,15.52117,15.00427,14.65319,GALAXY,0.05109033,1.314398e-05
18.996,17.52044,16.66198,16.16818,15.7889,GALAXY,0.1030128,8.457957e-06
18.54196,16.70966,15.9328,15.53073,15.32952,GALAXY,0.05067524,2.96009e-05
18.58691,17.22867,16.65582,16.33578,16.10314,GALAXY,0.03229691,6.725068e-06
19.38688,18.16926,17.69698,17.45006,17.3329,GALAXY,0.03254654,5.853822e-06
19.23412,18.1873,17.75504,17.51875,17.3245,GALAXY,0.03171449,4.896863e-06
19.3032,19.04164,18.69506,18.71388,18.74169,QSO,1.060408,0.0002974197
19.4268,17.46884,16.48623,15.99582,15.57225,GALAXY,0.05350629,1.848584e-05
19.18663,17.25995,16.27921,15.79979,15.42603,GALAXY,0.05482508,1.84593e-05
16.51768,15.42509,14.93614,14.57546,14.35276,GALAXY,0.04142144,7.919952e-06
19.56199,17.60616,16.65401,16.16285,15.77172,GALAXY,0.04129273,1.434401e-05
18.48121,17.17306,16.60615,16.24523,15.97338,GALAXY,0.04149128,6.782308e-06
19.14358,17.44093,16.58222,16.07225,15.7047,GALAXY,0.05311063,1.290347e-05
19.48352,17.495,16.36196,15.89809,15.77556,GALAXY,0.0591639,1.626178e-05
19.35343,17.47546,16.58311,16.14313,15.79696,GALAXY,0.02736092,2.135889e-05
18.70883,16.60977,15.5608,15.05495,14.63674,GALAXY,0.05909625,1.514562e-05
18.17896,16.20194,15.22472,14.73597,14.34376,GALAXY,0.05832123,1.248955e-05
18.74026,16.48512,15.37704,14.8146,14.37346,GALAXY,0.06065342,1.575129e-05
19.36665,17.6768,16.85812,16.36386,16.0338,GALAXY,0.04170759,1.83191e-05
18.97694,16.97845,15.96939,15.4558,15.049,GALAXY,0.06175597,1.894415e-05
18.62327,16.4911,15.41798,14.84394,14.42429,GALAXY,0.06094548,2.722995e-05
19.00692,16.97655,15.93292,15.4532,15.01987,GALAXY,0.05792973,1.432261e-05
19.32468,17.23575,16.21918,15.71305,15.28728,GALAXY,0.05793022,1.712438e-05
19.43563,17.18069,16.11983,15.63683,15.22793,GALAXY,0.07451972,1.8266e-05
19.52582,17.65639,16.75796,16.29333,15.96091,GALAXY,0.07362863,1.892429e-05
17.95186,16.39555,15.64521,15.22687,14.93256,GALAXY,0.03157403,1.954159e-05
19.43477,17.37,16.39084,15.90887,15.56186,GALAXY,0.07414038,1.980319e-05
19.11163,17.66049,16.90813,16.47642,16.22423,GALAXY,0.07199986,1.365615e-05
19.3887,18.97876,18.83134,18.70734,18.67155,QSO,0.6801823,0.0001748846
19.23601,17.16281,16.14534,15.66507,15.27605,GALAXY,0.05868909,1.447514e-05
18.30922,16.9811,16.46786,16.14437,15.9648,GALAXY,0.04903107,1.011321e-05
18.72103,17.42662,16.8709,16.49969,16.27728,GALAXY,0.05912129,1.093614e-05
18.90878,17.53466,16.8021,16.38091,16.0666,GALAXY,0.04920978,1.227779e-05
18.32753,16.27896,15.33193,14.86648,14.52532,GALAXY,0.05801063,1.030131e-05
18.18789,16.85018,16.35707,16.1054,16.03709,GALAXY,0.03189712,1.910151e-05
19.42184,18.27231,17.7073,17.31814,17.11884,GALAXY,0.05860724,5.832032e-06
18.84385,17.65481,17.16375,16.80903,16.66942,GALAXY,0.1074278,7.657148e-06
19.5716,17.82394,16.81753,16.27713,15.84192,GALAXY,0.1069128,2.228365e-05
19.44497,17.37419,16.36029,15.8838,15.50831,GALAXY,0.07294514,1.545456e-05
19.12189,16.99265,15.94474,15.44177,15.03565,GALAXY,0.08113038,1.639558e-05
18.20291,17.11427,16.58462,16.32436,16.13934,GALAXY,0.02408831,1.289148e-05
18.31501,16.24932,15.25204,14.76687,14.39177,GALAXY,0.0580112,1.252113e-05
19.49781,19.2371,18.90318,18.86986,18.82162,QSO,1.060232,0.00027528
18.71745,17.02958,16.1327,15.65038,15.27866,GALAXY,0.08069535,9.945195e-06
18.53596,16.9865,16.24544,15.80428,15.52777,GALAXY,0.08138141,8.351086e-06
19.27901,18.00286,17.54332,17.27979,17.10655,GALAXY,0.04395232,5.474476e-06
19.36532,17.41616,16.41868,15.96238,15.61185,GALAXY,0.07592582,1.672254e-05
19.39107,17.85193,17.15127,16.76785,16.54176,GALAXY,0.05857496,1.253076e-05
19.49781,17.49862,16.54972,16.10074,15.76148,GALAXY,0.06509413,1.317605e-05
19.33264,18.00628,17.36847,16.96641,16.73095,GALAXY,0.05733935,1.332195e-05
19.39175,18.05784,17.48138,17.15314,17.01118,GALAXY,0.05804821,2.069247e-05
17.91908,16.46559,15.78611,15.38733,15.11784,GALAXY,0.0814922,9.367573e-06
19.08575,18.97133,18.87206,18.56028,18.37947,QSO,1.987713,0.0003046117
19.15774,17.57189,16.69613,16.17773,15.79204,GALAXY,0.05369058,5.647008e-06
18.79324,17.14439,16.32519,15.87086,15.57657,GALAXY,0.08369512,2.066659e-05
18.30257,16.35654,15.3699,14.9014,14.56178,GALAXY,0.06921581,1.50582e-05
19.45758,18.29203,17.71073,17.29995,17.10655,GALAXY,0.09369624,7.247336e-06
18.86265,17.23543,16.49867,16.10479,15.92812,GALAXY,0.07967084,1.614764e-05
19.3672,19.08384,18.70087,18.66572,18.60793,QSO,1.108148,0.000227461
19.29362,17.47692,16.56299,16.1251,15.76696,GALAXY,0.08104418,1.43702e-05
18.59352,17.07303,16.35998,15.9336,15.64707,GALAXY,0.08537927,8.238731e-06
18.63598,16.74531,15.7839,15.3248,14.96499,GALAXY,0.0856413,1.229476e-05
19.49303,17.91146,17.23086,16.85956,16.58979,GALAXY,0.08608329,6.586812e-06
19.1934,18.93984,18.65792,18.59742,18.14608,QSO,0.3550695,4.696388e-05
19.32045,17.40391,16.4832,16.05353,15.70895,GALAXY,0.05819843,1.545867e-05
19.58091,19.3215,19.02742,18.69774,18.36108,QSO,2.129176,0.0002969241
19.56854,17.71819,16.82445,16.40415,16.05711,GALAXY,0.07421612,1.497001e-05
19.01226,17.24446,16.31503,15.8028,15.42983,GALAXY,0.06738676,6.582918e-06
18.71605,17.73433,17.29212,17.1062,16.95333,GALAXY,0.02716346,1.546371e-05
19.02528,17.80218,17.34674,17.11998,17.25334,GALAXY,0.02425887,1.257377e-05
19.06975,17.62513,17.00102,16.71783,16.52675,GALAXY,0.02378366,2.459798e-05
19.30396,17.90978,17.3391,16.97143,16.8371,GALAXY,0.0246454,8.265271e-06
18.68937,17.45059,16.69907,16.30037,16.03247,GALAXY,0.1257723,9.910176e-06
18.71528,17.4218,16.76261,16.37905,16.10119,GALAXY,0.08131831,7.083236e-06
19.24976,17.98885,17.32266,16.98903,16.74208,GALAXY,0.08697217,1.309564e-05
18.91819,17.86382,17.40355,17.12121,16.95803,GALAXY,0.03579888,1.387112e-05
18.26335,16.42456,15.56382,15.15718,14.8612,GALAXY,0.0747117,1.141025e-05
17.75006,16.26447,15.44251,15.02743,14.71297,GALAXY,0.08225633,1.644797e-05
19.25449,17.4794,16.552,16.05448,15.65995,GALAXY,0.07607301,1.866422e-05
19.55339,18.26763,17.41332,17.06581,16.7813,GALAXY,0.1851832,3.401924e-05
19.50953,18.18064,17.45878,17.04774,16.78742,GALAXY,0.09364491,8.885313e-06
18.1137,17.13731,16.71669,16.33224,16.22189,GALAXY,0.08243611,5.613518e-06
19.56055,17.92369,17.09878,16.62598,16.23058,GALAXY,0.07851207,9.029221e-06
18.67281,17.48572,17.05537,16.76909,16.5612,GALAXY,0.06875506,8.863704e-06
17.93043,16.45903,15.74129,15.33587,15.0424,GALAXY,0.07386992,1.501555e-05
19.56707,17.33799,16.24607,15.71417,15.31998,GALAXY,0.0832296,1.954026e-05
17.9134,16.74094,16.22953,15.88338,15.70012,GALAXY,0.05952106,9.29095e-06
19.09553,18.43085,18.00485,17.99353,18.97774,GALAXY,0.01724364,1.781143e-05
18.74318,17.55268,17.30742,17.19356,17.10151,GALAXY,0.03126672,7.509555e-06
19.42041,17.70802,16.78915,16.34405,15.97427,GALAXY,0.09561118,1.423753e-05
18.69792,17.77903,17.54279,17.41227,17.3429,GALAXY,0.0306626,5.002514e-06
18.59608,16.82773,15.93899,15.47312,15.10745,GALAXY,0.06443157,1.104838e-05
18.63001,17.66748,17.37137,17.01557,17.05233,GALAXY,0.09678245,5.471608e-06
19.20024,18.25384,17.69089,17.27208,17.108,GALAXY,0.1438106,7.662397e-06
18.46978,17.0045,16.32283,15.94153,15.64641,GALAXY,0.06601275,1.290504e-05
19.24764,18.72295,18.57818,18.1874,18.40753,GALAXY,0.1089722,4.695141e-06
19.55477,18.08257,17.40914,16.99085,16.7266,GALAXY,0.07949669,7.546502e-06
17.90914,16.73247,16.21978,15.86386,15.66093,GALAXY,0.07540599,1.068466e-05
18.91532,18.72939,18.71886,18.50026,18.49239,QSO,1.833822,0.0004937082
19.28395,17.34927,16.46821,16.06713,15.76421,GALAXY,0.07592352,1.86322e-05
19.14154,17.65914,16.84785,16.43749,16.12638,GALAXY,0.09932824,1.128097e-05
19.21453,17.23639,16.30338,15.86032,15.50683,GALAXY,0.08267055,1.51079e-05
18.49265,16.76347,16.18496,15.79261,15.54509,GALAXY,0.07868908,1.22082e-05
18.9691,16.8947,15.90613,15.43494,15.06058,GALAXY,0.08069587,1.626653e-05
19.05785,17.96494,17.45159,17.10619,16.89116,GALAXY,0.1105952,1.138881e-05
19.28185,18.31156,17.57504,17.15874,16.90825,GALAXY,0.2063583,1.469347e-05
19.30215,17.79366,17.06886,16.66182,16.39942,GALAXY,0.08031341,1.182342e-05
19.13488,18.76467,18.82991,18.55767,18.57014,QSO,0.6252932,0.0001395823
19.40401,17.48291,16.44725,16.00471,15.64364,GALAXY,0.1276045,1.620654e-05
19.31704,17.51487,16.59875,16.16696,15.85483,GALAXY,0.08072405,1.604635e-05
18.76022,17.68469,17.20698,16.90083,16.7262,GALAXY,0.09576304,1.064223e-05
19.12095,17.45467,16.69093,16.27564,15.98684,GALAXY,0.1215065,3.858422e-05
16.39133,14.47491,13.60959,13.17776,12.85308,GALAXY,0.02999563,8.028315e-06
18.79975,17.88201,17.40712,17.01617,16.85153,GALAXY,0.1009502,5.853533e-06
17.47959,15.70665,14.93075,14.5503,14.25795,GALAXY,0.02816579,7.977181e-06
18.55475,17.45681,16.97884,16.71017,16.52126,GALAXY,0.03015899,8.993818e-06
18.2526,16.58968,15.75928,15.30821,14.95068,GALAXY,0.03039621,1.508462e-05
19.3006,19.32668,19.28161,18.98548,19.03137,QSO,1.784983,0.0003040205
17.57343,15.88233,15.03514,14.59613,14.24981,GALAXY,0.02662984,7.909526e-06
18.91222,17.45491,16.7774,16.41092,16.09914,GALAXY,0.02758185,1.079769e-05
17.0424,15.21118,14.39265,13.93922,13.63145,GALAXY,0.0303001,9.068081e-06
18.73355,17.54823,16.9693,16.65038,16.43103,GALAXY,0.03101743,6.473216e-06
19.09215,17.89067,17.22924,16.87098,16.66727,GALAXY,0.1205729,1.081031e-05
19.59852,17.91202,17.05093,16.60682,16.30426,GALAXY,0.09857068,2.348785e-05
19.3908,18.03648,17.38549,16.97649,16.71538,GALAXY,0.08735051,9.76165e-06
19.23534,17.8402,17.05461,16.62844,16.30484,GALAXY,0.1149563,2.072943e-05
19.53716,19.0985,18.95388,18.65108,18.53703,QSO,0.5405327,0.0001128407
19.48316,18.94295,18.792,18.54244,18.49366,QSO,2.304483,0.0004022353
18.92966,18.77053,18.40847,18.26389,17.87205,QSO,0.2971374,2.662824e-05
19.55156,18.18547,17.14212,16.65833,16.34081,GALAXY,0.1902303,3.055951e-05
19.44779,18.01105,17.22952,16.78905,16.49509,GALAXY,0.1037369,1.145888e-05
19.10781,17.81451,17.23527,16.86968,16.65664,GALAXY,0.07282738,1.171289e-05
18.45263,16.81466,15.93076,15.49784,15.12863,GALAXY,0.1105728,1.343926e-05
19.38235,17.27818,16.2275,15.81372,15.47477,GALAXY,0.1085978,1.367954e-05
18.93604,18.61849,18.43977,18.48143,18.33822,QSO,0.9280384,0.0002290862
17.05424,15.56767,14.90774,14.53095,14.28518,GALAXY,0.06189569,8.956916e-06
18.05212,16.79111,16.1737,15.7934,15.55958,GALAXY,0.07853378,7.334572e-06
19.42605,18.24995,17.59837,17.21155,16.97779,GALAXY,0.1472228,7.503145e-06
18.79996,17.0941,16.30359,15.89755,15.60326,GALAXY,0.0297886,9.545295e-06
18.04872,17.14104,17.00586,16.91182,16.82559,GALAXY,0.02724572,6.661962e-06
19.43582,18.95736,18.23384,17.74116,17.60658,QSO,0.1917834,3.660784e-05
18.67793,17.31455,16.59821,16.19795,15.90194,GALAXY,0.1100142,2.109812e-05
19.57234,18.86007,17.95172,17.51196,17.13785,QSO,0.2662481,8.186839e-05
17.36431,16.30897,15.93517,15.72214,15.6261,GALAXY,0.03029318,1.127128e-05
17.64809,16.17606,15.67707,15.40461,15.22601,GALAXY,0.03084254,1.048221e-05
18.19922,17.90252,17.93419,17.84715,17.93355,QSO,0.6558511,0.000120911
19.44621,17.55981,16.59624,16.17318,15.84255,GALAXY,0.09924319,2.235393e-05
19.50119,18.2534,17.67789,17.29201,17.09573,GALAXY,0.07782902,7.994097e-06
18.79341,17.09052,16.22466,15.74762,15.40008,GALAXY,0.08048753,1.857631e-05
18.56878,17.22869,16.57154,16.16912,15.90635,GALAXY,0.07989423,9.916425e-06
18.40519,16.64396,15.70383,15.24535,14.91937,GALAXY,0.09894329,1.82956e-05
19.19302,17.7789,16.90509,16.43503,16.1952,GALAXY,0.1793549,2.959398e-05
18.70708,17.60463,17.02781,16.70284,16.48947,GALAXY,0.1595429,5.943597e-06
18.57336,17.82387,17.33227,17.04812,16.99017,QSO,2.568977,0.000721733
17.5141,16.47838,16.01786,15.72115,15.52598,GALAXY,0.05093573,7.608051e-06
18.48959,18.36095,17.96282,17.78437,17.35955,QSO,0.2797237,8.68142e-05
19.45302,17.5895,16.78407,16.32839,16.04421,GALAXY,0.07965506,1.749544e-05
19.34006,19.33035,19.08797,19.03447,18.94674,QSO,1.324726,0.0004292156
19.26411,18.22574,17.63623,17.24004,17.04924,GALAXY,0.1073202,7.887706e-06
18.26488,16.6666,15.74654,15.34255,14.99942,GALAXY,0.1064501,3.350086e-05
19.48612,18.19662,17.60227,17.25111,17.05468,GALAXY,0.1068267,8.619351e-06
19.14824,19.11375,18.87316,18.87071,18.9952,QSO,1.196005,0.0004291731
19.30981,17.35366,16.30507,15.82833,15.50133,GALAXY,0.1086689,2.468585e-05
18.5868,17.52658,17.13818,16.93257,16.76613,GALAXY,0.02788383,5.363068e-06
19.58683,18.24691,17.45158,17.06547,16.78254,GALAXY,0.1256712,1.472396e-05
18.65565,17.58204,17.10893,16.86168,16.63968,GALAXY,0.02793254,6.386231e-06
19.46978,18.42525,17.66125,17.22621,16.96378,GALAXY,0.1897923,2.04981e-05
17.06848,16.33722,15.83282,15.425,15.29133,QSO,0.07751627,3.721112e-05
19.07666,17.183,16.24141,15.82979,15.48145,GALAXY,0.105472,1.809808e-05
17.49487,17.1409,17.05658,17.2514,17.25247,GALAXY,0.0197215,5.302878e-06
19.12503,17.22175,16.24947,15.81184,15.48244,GALAXY,0.1054455,1.872349e-05
19.16852,17.96228,17.41382,17.09921,17.01544,GALAXY,0.07826298,1.281224e-05
18.61281,17.55206,17.02807,16.60358,16.41389,GALAXY,0.08166558,6.214558e-06
18.83124,16.89003,15.90167,15.45649,15.09335,GALAXY,0.1061696,2.147345e-05
18.30535,16.66418,15.83073,15.40658,15.07491,GALAXY,0.06717464,1.957915e-05
18.74382,17.01513,16.16501,15.78811,15.51897,GALAXY,0.06881569,1.682132e-05
18.98468,17.7908,17.13021,16.76844,16.51807,GALAXY,0.1241327,1.030497e-05
18.63356,17.61064,17.16426,16.82467,16.63238,GALAXY,0.06862739,5.220399e-06
19.31042,17.41662,16.5111,16.0834,15.76108,GALAXY,0.06809937,2.124091e-05
19.44333,18.30095,17.70096,17.29385,17.05184,GALAXY,0.1243244,2.929142e-05
18.09849,16.96335,16.42972,16.08119,15.83757,GALAXY,0.06807034,7.293203e-06
19.38404,18.10258,17.4535,17.02479,16.77689,GALAXY,0.06999353,3.873193e-06
19.58463,17.941,17.01649,16.46251,16.0372,GALAXY,0.06790031,1.226652e-05
16.65405,15.39612,14.89217,14.64765,14.42327,GALAXY,0.01194774,9.495754e-06
19.24242,18.06963,17.45609,17.09981,16.89539,GALAXY,0.07601392,1.023143e-05
19.11505,19.15943,18.94609,19.01176,19.1287,QSO,1.196163,0.0004544136
19.54375,19.20686,19.26376,19.04144,19.09845,QSO,1.807659,0.0006605485
19.4559,18.29891,17.38411,16.96558,16.70092,GALAXY,0.2256125,8.579056e-06
19.13165,17.78407,17.12281,16.78503,16.54823,GALAXY,0.1079146,3.460431e-05
19.1365,19.01379,19.07964,18.91646,18.98025,QSO,1.700062,0.0003937141
19.51131,19.40608,18.88884,18.86426,18.33498,QSO,0.2737246,2.075194e-05
16.93878,15.86566,15.44956,15.23409,15.10968,GALAXY,0.03085051,1.143729e-05
19.0532,17.265,16.38896,15.99082,15.67069,GALAXY,0.06613076,1.36757e-05
18.33136,17.13737,16.51821,16.12546,15.9363,GALAXY,0.06461838,1.225551e-05
18.44632,16.50869,15.61587,15.20256,14.88526,GALAXY,0.06678303,1.134025e-05
